f1_threshold,base_error_rate,P1_auc,B5_auc,P1_aurc,B5_aurc,delta_aurc,lo,hi,P1_beats_B5
0.5,0.8856345885634589,0.6389898213942768,0.5241793739197235,0.8422535049205802,0.8785048065221762,-0.03441171855157505,-0.0495386561402849,-0.020013213297308683,True
0.4,0.8797768479776849,0.6431140363137738,0.5131884234949322,0.8288921513263475,0.875352405066867,-0.04376278025129844,-0.06326472601611459,-0.026280101153529443,True
0.6,0.902092050209205,0.6351536470584089,0.5354134401753449,0.8619170161923593,0.8919218177190148,-0.029362044093597717,-0.04450393857092136,-0.016911940974600977,True
